colors,description,images,price,product_info,rating,title
"Cloudy Grey,Dusk Beige","Available for Waist 19"" - 63"" | Petite - Tall,Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique.,Disclaimer: All products shown in this picture, apart from these Shorts, are purely for Styling and Photography purposes. These will not be included in your order.,We have an array of size and style options in shorts. We offer tall women's shorts and women's petite shorts. Scroll through our range of best plus size shorts.,SKU: WSRT52A,---------------------------,100% COTTON,100% Cotton is the epitome of versatility and longevity. It is breathable and super absorbent, keeping you fresh all day. Cotton does not retain odor and has been a staple fabric for years.,It's good for your skin and the planet.","//cdn.shopify.com/s/files/1/0534/2501/2925/products/cotton-beige-striped-paperbag-shorts-paperbag-shorts-846996_160x.jpg?v=1625992611,//cdn.shopify.com/s/files/1/0534/2501/2925/products/cotton-beige-striped-paperbag-shorts-paperbag-shorts-553172_160x.jpg?v=1625992611,//cdn.shopify.com/s/files/1/0534/2501/2925/products/cotton-beige-striped-paperbag-shorts-paperbag-shorts-112570_160x.jpg?v=1625992611,//cdn.shopify.com/s/files/1/0534/2501/2925/products/cotton-beige-striped-paperbag-shorts-paperbag-shorts-910890_160x.jpg?v=1625992611,//cdn.shopify.com/s/files/1/0534/2501/2925/products/cotton-beige-striped-paperbag-shorts-paperbag-shorts-249864_160x.jpg?v=1625992611,//cdn.shopify.com/s/files/1/0534/2501/2925/products/cotton-beige-striped-paperbag-shorts-paperbag-shorts-364694_160x.jpg?v=1625992611","₹3,550","Primary Fabric: 100% Cotton - Yarn Dyed,Pattern: Stripes,Color: Dusk Beige,Button Type: Metal,Style: Paperbag, Pleated,Length: Mid-Thigh Length,High Rise waist,Detached Belt at Waist,This garment has Inseam Pocket,Number of Pockets: 2,Garment Transparency: Opaque,Relaxed Fit,Concealed Zip at Side,Belt Loops",0.00,Cotton Beige Striped Paperbag Shorts
"Red & Pink,Beige,Olive Green,Teal","Available for Waist 19"" - 63"" | Petite - Tall,Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique.,Disclaimer: All products shown in this picture, apart from these Shorts, are purely for Styling and Photography purposes. These will not be included in your order.,We have an array of size and style options in shorts. We offer tall women's shorts and women's petite shorts. Scroll through our range of best plus size shorts.,SKU: WSRT36B,---------------------------,100% COTTON,100% Cotton is the epitome of versatility and longevity. It is breathable and super absorbent, keeping you fresh all day. Cotton does not retain odor and has been a staple fabric for years.,It's good for your skin and the planet.","//cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-solid-cotton-short-shorts-short-shorts-131671_160x.jpg?v=1611250601,//cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-solid-cotton-short-shorts-short-shorts-521202_160x.jpg?v=1611250601,//cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-solid-cotton-short-shorts-short-shorts-114410_160x.jpg?v=1611250601,//cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-solid-cotton-short-shorts-short-shorts-535108_160x.jpg?v=1611250601,//cdn.shopify.com/s/files/1/0534/2501/2925/products/beige-solid-cotton-short-shorts-short-shorts-786730_160x.jpg?v=1611250601","₹2,460","Primary Fabric: 100% Cotton,Pattern: Solid,Color: Beige,Style: Short,Length: Mid-Thigh Length,Mid Rise waist,Full Elasticated Waist,This garment has Slash Pocket, Mobile Pocket,Number of Pockets: 3,Garment Transparency: Opaque,Relaxed Fit",0.00,Beige Solid Cotton Short Shorts
"Cloudy Grey,Dusk Beige","Available for Waist 19"" - 63"" | Petite - Tall,Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique.,Disclaimer: All products shown in this picture, apart from these Shorts, are purely for Styling and Photography purposes. These will not be included in your order.,We have an array of size and style options in shorts. We offer tall women's shorts and women's petite shorts. Scroll through our range of best plus size shorts.,SKU: WSRT52,---------------------------,100% COTTON,100% Cotton is the epitome of versatility and longevity. It is breathable and super absorbent, keeping you fresh all day. Cotton does not retain odor and has been a staple fabric for years.,It's good for your skin and the planet.","//cdn.shopify.com/s/files/1/0534/2501/2925/products/cotton-grey-striped-paperbag-shorts-paperbag-shorts-213255_160x.jpg?v=1625849646,//cdn.shopify.com/s/files/1/0534/2501/2925/products/cotton-grey-striped-paperbag-shorts-paperbag-shorts-183865_160x.jpg?v=1625849646,//cdn.shopify.com/s/files/1/0534/2501/2925/products/cotton-grey-striped-paperbag-shorts-paperbag-shorts-875873_160x.jpg?v=1625849646,//cdn.shopify.com/s/files/1/0534/2501/2925/products/cotton-grey-striped-paperbag-shorts-paperbag-shorts-688935_160x.jpg?v=1625849646,//cdn.shopify.com/s/files/1/0534/2501/2925/products/cotton-grey-striped-paperbag-shorts-paperbag-shorts-646168_160x.jpg?v=1625849646,//cdn.shopify.com/s/files/1/0534/2501/2925/products/cotton-grey-striped-paperbag-shorts-paperbag-shorts-981638_160x.jpg?v=1625849646","₹3,550","Primary Fabric: 100% Cotton - Yarn Dyed,Pattern: Stripes,Color: Cloudy Grey,Button Type: Metal,Style: Paperbag, Pleated,Length: Mid-Thigh Length,High Rise waist,Detached Belt at Waist,This garment has Inseam Pocket,Number of Pockets: 2,Garment Transparency: Opaque,Relaxed Fit,Concealed Zip at Side,Belt Loops",0.00,Cotton Grey Striped Paperbag Shorts
"Red & Pink,Beige,Olive Green,Teal","Available for Waist 19"" - 63"" | Petite - Tall,Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique.,Disclaimer: All products shown in this picture, apart from these Shorts, are purely for Styling and Photography purposes. These will not be included in your order.,We have an array of size and style options in shorts. We offer tall women's shorts and women's petite shorts. Scroll through our range of best plus size shorts.,SKU: WSRT36C,---------------------------,100% COTTON,100% Cotton is the epitome of versatility and longevity. It is breathable and super absorbent, keeping you fresh all day. Cotton does not retain odor and has been a staple fabric for years.,It's good for your skin and the planet.","//cdn.shopify.com/s/files/1/0534/2501/2925/products/teal-solid-cotton-short-shorts-short-shorts-555233_160x.jpg?v=1611250049,//cdn.shopify.com/s/files/1/0534/2501/2925/products/teal-solid-cotton-short-shorts-short-shorts-481250_160x.jpg?v=1611250049,//cdn.shopify.com/s/files/1/0534/2501/2925/products/teal-solid-cotton-short-shorts-short-shorts-764228_160x.jpg?v=1611250049,//cdn.shopify.com/s/files/1/0534/2501/2925/products/teal-solid-cotton-short-shorts-short-shorts-890716_160x.jpg?v=1611250050,//cdn.shopify.com/s/files/1/0534/2501/2925/products/teal-solid-cotton-short-shorts-short-shorts-167677_160x.jpg?v=1611250050","₹2,460","Primary Fabric: 100% Cotton,Pattern: Solid,Color: Teal,Style: Short,Length: Mid-Thigh Length,Mid Rise waist,Full Elasticated Waist,This garment has Slash Pocket, Mobile Pocket,Number of Pockets: 3,Garment Transparency: Opaque,Relaxed Fit",5.00,Teal Solid Cotton Short Shorts
,"Available for Waist 19"" - 63"" | Petite - Tall,For days as hot as the sun, our short shorts is perfect. It's a cute pair of white shorts made with breathable cotton in a relaxed silhouette with welt pockets and hand-beading done by our artisans. It keeps you feeling breezy all day, no matter where you go - the beach, brunch, or a day out. Complete the look with a tank top and sneakers.,Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique.,Disclaimer: All products shown in this picture, apart from these Shorts, are purely for Styling and Photography purposes. These will not be included in your order.,We have an array of size and style options in shorts. We offer tall women's shorts and women's petite shorts. Scroll through our range of best plus size shorts.,SKU: WSRT4,---------------------------,100% COTTON,100% Cotton is the epitome of versatility and longevity. It is breathable and super absorbent, keeping you fresh all day. Cotton does not retain odor and has been a staple fabric for years.,It's good for your skin and the planet.","//cdn.shopify.com/s/files/1/0534/2501/2925/products/white-hand-beaded-short-shorts-short-shorts-244024_160x.jpg?v=1625990991,//cdn.shopify.com/s/files/1/0534/2501/2925/products/white-hand-beaded-short-shorts-short-shorts-249070_160x.jpg?v=1625990991,//cdn.shopify.com/s/files/1/0534/2501/2925/products/white-hand-beaded-short-shorts-short-shorts-128854_160x.jpg?v=1625990991,//cdn.shopify.com/s/files/1/0534/2501/2925/products/white-hand-beaded-short-shorts-short-shorts-924083_160x.jpg?v=1625990991,//cdn.shopify.com/s/files/1/0534/2501/2925/products/white-hand-beaded-short-shorts-short-shorts-984262_160x.jpg?v=1625990991","₹3,020","Primary Fabric: 100% Cotton,This garment is Hand Beaded,Pattern: Solid,Color: White,Button Type: Wood,Style: Short,Length: Mid-Thigh Length,Mid Rise waist,Banded waist,This garment has Welt Pocket,Number of Pockets: 2,Garment Transparency: Opaque,Slim Fit,Concealed Zip at the Left",0.00,White Hand Beaded Short Cotton Shorts
"Teal,Olive Green,Beige,Brick Red","Available for Waist 19"" - 63"" | Petite - Tall,Beat the heat with our brick red straight-fit shorts, made from breathable cotton. It sits pretty on your waist with a mid-rise style and looks good with a crop top and sneakers. Take it with you wherever you go, a casual outing or a brunch with friends.,Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique.,Disclaimer: All products shown in this picture, apart from these Shorts, are purely for Styling and Photography purposes. These will not be included in your order.,We have an array of size and style options in shorts. We offer tall women's shorts and women's petite shorts. Scroll through our range of best plus size shorts.,SKU: WSRT2,---------------------------,100% COTTON,100% Cotton is the epitome of versatility and longevity. It is breathable and super absorbent, keeping you fresh all day. Cotton does not retain odor and has been a staple fabric for years.,It's good for your skin and the planet.","//cdn.shopify.com/s/files/1/0534/2501/2925/products/brick-red-mid-rise-straight-shorts-straight-fit-shorts-981452_160x.jpg?v=1625849079,//cdn.shopify.com/s/files/1/0534/2501/2925/products/brick-red-mid-rise-straight-shorts-straight-fit-shorts-804680_160x.jpg?v=1625849079,//cdn.shopify.com/s/files/1/0534/2501/2925/products/brick-red-mid-rise-straight-shorts-straight-fit-shorts-674000_160x.jpg?v=1625849079,//cdn.shopify.com/s/files/1/0534/2501/2925/products/brick-red-mid-rise-straight-shorts-straight-fit-shorts-133586_160x.jpg?v=1625849079,//cdn.shopify.com/s/files/1/0534/2501/2925/products/brick-red-mid-rise-straight-shorts-straight-fit-shorts-492663_160x.jpg?v=1625849079","₹1,880","Primary Fabric: 100% Cotton,Pattern: Solid,Color: Brick Red,Style: Straight,Length: Mid-Thigh Length,Mid Rise waist,Full Elasticated Waist,This garment has Inseam Pocket,Number of Pockets: 2,Garment Transparency: Opaque,Comfort Fit,Drawstring at Waist",4.67,Brick Red Cotton Straight Shorts
,"Available for Waist 19"" - 63"" | Petite - Tall,A skirt in disguise, it is a light, relaxed, and frilled shorts that is most comfy for a summer outing. Pair it with a white crop top and flip-flops, and you're summer-ready!,Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique.,Disclaimer: All products shown in this picture, apart from these Shorts, are purely for Styling and Photography purposes. These will not be included in your order.,We have an array of size and style options in shorts. We offer tall women's shorts and women's petite shorts. Scroll through our range of best plus size shorts.,SKU: WSRT12,---------------------------,100% COTTON,100% Cotton is the epitome of versatility and longevity. It is breathable and super absorbent, keeping you fresh all day. Cotton does not retain odor and has been a staple fabric for years.,It's good for your skin and the planet.","//cdn.shopify.com/s/files/1/0534/2501/2925/products/frilled-short-shorts-short-short-801486_160x.jpg?v=1625850974,//cdn.shopify.com/s/files/1/0534/2501/2925/products/frilled-short-shorts-short-short-788036_160x.jpg?v=1625850974,//cdn.shopify.com/s/files/1/0534/2501/2925/products/frilled-short-shorts-short-shorts-689966_160x.jpg?v=1625850975,//cdn.shopify.com/s/files/1/0534/2501/2925/products/frilled-short-shorts-short-short-386538_160x.jpg?v=1625850974,//cdn.shopify.com/s/files/1/0534/2501/2925/products/frilled-short-shorts-short-short-773334_160x.jpg?v=1625850974","₹3,560","Primary Fabric: 100% Cotton - Yarn Dyed, Crinkled,This is a lined garment,Color: White, Red,Style: Short, Flared, Paneled,Length: Mid-Thigh Length,Mid Rise waist,Half Elasticated Waist,This garment has Inseam Pocket,Number of Pockets: 2,Garment Transparency: Translucent,Relaxed Fit,Frill at Hem",0.00,White Crinkled Cotton Frilled Shorts
"Teal,Olive Green,Beige,Brick Red","Available for Waist 19"" - 63"" | Petite - Tall,Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique.,Disclaimer: All products shown in this picture, apart from these Shorts, are purely for Styling and Photography purposes. These will not be included in your order.,We have an array of size and style options in shorts. We offer tall women's shorts and women's petite shorts. Scroll through our range of best plus size shorts.,SKU: WSRT2A,---------------------------,100% COTTON,100% Cotton is the epitome of versatility and longevity. It is breathable and super absorbent, keeping you fresh all day. Cotton does not retain odor and has been a staple fabric for years.,It's good for your skin and the planet.","//cdn.shopify.com/s/files/1/0534/2501/2925/products/teal-mid-rise-cotton-straight-shorts-straight-shorts-446270_160x.jpg?v=1611242457,//cdn.shopify.com/s/files/1/0534/2501/2925/products/teal-mid-rise-cotton-straight-shorts-straight-shorts-809234_160x.jpg?v=1611242457,//cdn.shopify.com/s/files/1/0534/2501/2925/products/teal-mid-rise-cotton-straight-shorts-straight-shorts-735686_160x.jpg?v=1611242457,//cdn.shopify.com/s/files/1/0534/2501/2925/products/teal-mid-rise-cotton-straight-shorts-straight-shorts-536374_160x.jpg?v=1611242457,//cdn.shopify.com/s/files/1/0534/2501/2925/products/teal-mid-rise-cotton-straight-shorts-straight-shorts-317077_160x.jpg?v=1611242457","₹1,880","Primary Fabric: 100% Cotton,Pattern: Solid,Color: Teal,Style: Straight,Length: Mid-Thigh Length,Mid Rise waist,Full Elasticated Waist,This garment has Inseam Pocket,Number of Pockets: 2,Garment Transparency: Opaque,Comfort Fit,Drawstring at Waist",0.00,Teal Mid-Rise Cotton Straight Shorts
,"Available for Waist 19"" - 63"" | Petite - Tall,When summer gets too hot to bear, get your short shorts on. It has soft cotton fabric, relaxed fit, and patch pockets to keep you snug. Get out in the sun any day or to a brunch wearing these short shorts with a mustard crop top.,Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique.,Disclaimer: All products shown in this picture, apart from these Shorts, are purely for Styling and Photography purposes. These will not be included in your order.,We have an array of size and style options in shorts. We offer tall women's shorts and women's petite shorts. Scroll through our range of best plus size shorts.,SKU: WSRT15,---------------------------,BAGRU HAND BLOCK PRINT,Bagru hand-block printing originated from one of the most famous centers of hand block printing in Bagru, Rajasthan. Firstly, a plain bright fabric is tinted yellow using Harda powder. Then, natural colors such as red, black, and maroon are used for printing using carved wooden blocks.,The more blocks used, the more detailed the Bagru print is.,Read more about Bagru Hand-Block Print,Handmade - With Love, For You, By Us.","//cdn.shopify.com/s/files/1/0534/2501/2925/products/floral-bagru-printed-short-shorts-short-shorts-756458_160x.jpg?v=1625850454,//cdn.shopify.com/s/files/1/0534/2501/2925/products/floral-bagru-printed-short-shorts-short-shorts-835454_160x.jpg?v=1625850454,//cdn.shopify.com/s/files/1/0534/2501/2925/products/floral-bagru-printed-short-shorts-short-shorts-894813_160x.jpg?v=1625850454,//cdn.shopify.com/s/files/1/0534/2501/2925/products/floral-bagru-printed-short-shorts-short-shorts-799069_160x.jpg?v=1625850454,//cdn.shopify.com/s/files/1/0534/2501/2925/products/floral-bagru-printed-short-shorts-short-shorts-609254_160x.jpg?v=1625850454","₹2,670","Craft: Bagru Hand Block Print,Primary Fabric: 100% Cotton - Natural Dyed, Hand Block Printed in Bagru (Rajasthan),Pattern: Floral, Contemporary,Color: Beige,Style: Short,Length: Micro Length,Mid Rise waist,Full Elasticated Waist,This garment has Patch Pocket,Number of Pockets: 2,Garment Transparency: Opaque,Comfort Fit,Elasticized Drawstring at Waist",0.00,Floral Block Print Comfort Fit Shorts
Beige,"Available for Waist 19"" - 63"" | Petite - Tall,Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique.,Disclaimer: All products shown in this picture, apart from these Shorts, are purely for Styling and Photography purposes. These will not be included in your order.,We have an array of size and style options in shorts. We offer tall women's shorts and women's petite shorts. Scroll through our range of best plus size shorts.,SKU: WSRT6A,---------------------------,DABU HAND BLOCK PRINT,Originated from Rajasthan, Dabu is a hand-block printing technique of dyeing clothes using the resist method. A mud mixture is hand-blocked on yellow-tinted fabric. Then, sawdust is sprinkled to avoid sticking. After drying, the fabric is dyed, which leaves the mud motifs uncolored.,Read more about Dabu Hand-Block Print,Handmade - With Love, For You, By Us.","//cdn.shopify.com/s/files/1/0534/2501/2925/products/kashish-dabu-print-high-rise-comfort-fit-shorts-short-shorts-688473_160x.jpg?v=1626279264,//cdn.shopify.com/s/files/1/0534/2501/2925/products/kashish-dabu-print-high-rise-comfort-fit-shorts-short-shorts-949083_160x.jpg?v=1626279264,//cdn.shopify.com/s/files/1/0534/2501/2925/products/kashish-dabu-print-high-rise-comfort-fit-shorts-short-shorts-614146_160x.jpg?v=1626279264,//cdn.shopify.com/s/files/1/0534/2501/2925/products/kashish-dabu-print-high-rise-comfort-fit-shorts-short-shorts-154987_160x.jpg?v=1626279264,//cdn.shopify.com/s/files/1/0534/2501/2925/products/kashish-dabu-print-high-rise-comfort-fit-shorts-short-shorts-547297_160x.jpg?v=1626279264","₹2,800","Craft: Dabu Hand Block Print,Primary Fabric: 100% Cotton - Natural Dyed, Hand Block Printed in Sanganer (Rajasthan),This is a lined garment,Pattern: Botanical, Floral,Color: Beige,Style: Short,Length: Mid-Thigh Length,High Rise waist,Waistbandless,This garment has Inseam Pocket,Number of Pockets: 2,Garment Transparency: Opaque,Comfort Fit,Tie-Up at Waist,Concealed Zip at The Left,Cord Piping",0.00,Kashish Dabu Print High-Rise Comfort Fit Shorts
"Teal,Olive Green,Beige,Brick Red","Available for Waist 19"" - 63"" | Petite - Tall,Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique.,Disclaimer: All products shown in this picture, apart from these Shorts, are purely for Styling and Photography purposes. These will not be included in your order.,We have an array of size and style options in shorts. We offer tall women's shorts and women's petite shorts. Scroll through our range of best plus size shorts.,SKU: WSRT2B,---------------------------,100% COTTON,100% Cotton is the epitome of versatility and longevity. It is breathable and super absorbent, keeping you fresh all day. Cotton does not retain odor and has been a staple fabric for years.,It's good for your skin and the planet.","//cdn.shopify.com/s/files/1/0534/2501/2925/products/olive-green-cotton-straight-shorts-straight-shorts-148624_160x.jpg?v=1611242437,//cdn.shopify.com/s/files/1/0534/2501/2925/products/olive-green-cotton-straight-shorts-straight-shorts-974322_160x.jpg?v=1611242437,//cdn.shopify.com/s/files/1/0534/2501/2925/products/olive-green-cotton-straight-shorts-straight-shorts-403116_160x.jpg?v=1611242437,//cdn.shopify.com/s/files/1/0534/2501/2925/products/olive-green-cotton-straight-shorts-straight-shorts-685767_160x.jpg?v=1611242437,//cdn.shopify.com/s/files/1/0534/2501/2925/products/olive-green-cotton-straight-shorts-straight-shorts-553617_160x.jpg?v=1611242437","₹1,880","Primary Fabric: 100% Cotton,Pattern: Solid,Color: Olive Green,Style: Straight,Length: Mid-Thigh Length,Mid Rise waist,Full Elasticated Waist,This garment has Inseam Pocket,Number of Pockets: 2,Garment Transparency: Opaque,Comfort Fit,Drawstring at Waist",0.00,Olive Green Cotton Straight Shorts
,"Available for Waist 19"" - 63"" | Petite - Tall,A hotter day needs shorter shorts. Our short shorts have a pretty Sanganeri floral print with slash pockets and tasseled drawstrings. Pair it with a pink or blue crop top and take it to the beach or brunch.,Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique.,Disclaimer: All products shown in this picture, apart from these Shorts, are purely for Styling and Photography purposes. These will not be included in your order.,We have an array of size and style options in shorts. We offer tall women's shorts and women's petite shorts. Scroll through our range of best plus size shorts.,SKU: WSRT7,---------------------------,SANGANERI HAND BLOCK PRINT,Sanganeri hand-block printing originated 5 centuries ago in Sanganer, a village near Jaipur, Rajasthan. Wooden blocks are used to hand-print the pattern on the fabric directly.,More the blocks used, more detailed these block print clothes are.,Read more about Sanganeri Hand-Block Print,Handmade - With Love, For You, By Us.","//cdn.shopify.com/s/files/1/0534/2501/2925/products/blue-sanganeri-print-floral-short-shorts-short-shorts-390135_160x.jpg?v=1625849045,//cdn.shopify.com/s/files/1/0534/2501/2925/products/blue-sanganeri-print-floral-short-shorts-short-shorts-771677_160x.jpg?v=1625849045,//cdn.shopify.com/s/files/1/0534/2501/2925/products/blue-sanganeri-print-floral-short-shorts-short-shorts-264892_160x.jpg?v=1625849045,//cdn.shopify.com/s/files/1/0534/2501/2925/products/blue-sanganeri-print-floral-short-shorts-short-shorts-369121_160x.jpg?v=1625849045,//cdn.shopify.com/s/files/1/0534/2501/2925/products/blue-sanganeri-print-floral-short-shorts-short-shorts-868659_160x.jpg?v=1625849045","₹2,730","Craft: Sanganeri Hand Block Print,Primary Fabric: 100% Cotton - Hand Block Printed in Sanganer (Rajasthan),This is a lined garment,Pattern: Floral,Color: Blue,Style: Short,Length: Micro Length,Mid Rise waist,Half Elasticated Waist,This garment has Slash Pocket,Number of Pockets: 2,Garment Transparency: Opaque,Relaxed Fit,Drawstring at Waist",4.80,Blue Sanganeri Print Floral Short Shorts
,"Available for Waist 19"" - 63"" | Petite - Tall,Take a break from your busy life, and relax in our cool and breezy short shorts. Made from yarn-dyed 100% crinkled cotton, it features half elasticated waist for ease of wear, and inseam pockets for added functionality. Take it out on a sunny day styled with a white camisole and slide sandals for a walk along the beach.,Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique.,Disclaimer: All products shown in this picture, apart from these Shorts, are purely for Styling and Photography purposes. These will not be included in your order.,We have an array of size and style options in shorts. We offer tall women's shorts and women's petite shorts. Scroll through our range of best plus size shorts.,SKU: WSRT28,---------------------------,100% COTTON,100% Cotton is the epitome of versatility and longevity. It is breathable and super absorbent, keeping you fresh all day. Cotton does not retain odor and has been a staple fabric for years.,It's good for your skin and the planet.","//cdn.shopify.com/s/files/1/0534/2501/2925/products/sky-blue-crinkled-cotton-short-shorts-short-shorts-561579_160x.jpg?v=1625850697,//cdn.shopify.com/s/files/1/0534/2501/2925/products/sky-blue-crinkled-cotton-short-shorts-short-shorts-462658_160x.jpg?v=1625850697,//cdn.shopify.com/s/files/1/0534/2501/2925/products/sky-blue-crinkled-cotton-short-shorts-short-shorts-521363_160x.jpg?v=1625850698,//cdn.shopify.com/s/files/1/0534/2501/2925/products/sky-blue-crinkled-cotton-short-shorts-short-shorts-106361_160x.jpg?v=1625850697,//cdn.shopify.com/s/files/1/0534/2501/2925/products/sky-blue-crinkled-cotton-short-shorts-short-shorts-284311_160x.jpg?v=1625850697,//cdn.shopify.com/s/files/1/0534/2501/2925/products/sky-blue-crinkled-cotton-short-shorts-short-shorts-262102_160x.jpg?v=1625850697,//cdn.shopify.com/s/files/1/0534/2501/2925/products/sky-blue-crinkled-cotton-short-shorts-short-shorts-656328_160x.jpg?v=1625850698","₹3,520","Primary Fabric: 100% Cotton - Yarn Dyed, Crinkled,Pattern: Stripes,Color: Sky Blue,Style: Short,Length: Mid-Thigh Length,Mid Rise waist,Half Elasticated Waist,This garment has Inseam Pocket,Number of Pockets: 2,Garment Transparency: Translucent,Comfort Fit,Gathers at waist",0.00,Sky Blue Crinkled Cotton Short Shorts
,"Available for Waist 19"" - 63"" | Petite - Tall,Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique.,Disclaimer: All products shown in this picture, apart from these Shorts, are purely for Styling and Photography purposes. These will not be included in your order.,We have an array of size and style options in shorts. We offer tall women's shorts and women's petite shorts. Scroll through our range of best plus size shorts.,SKU: WSRT53,---------------------------,100% COTTON,100% Cotton is the epitome of versatility and longevity. It is breathable and super absorbent, keeping you fresh all day. Cotton does not retain odor and has been a staple fabric for years.,It's good for your skin and the planet.","//cdn.shopify.com/s/files/1/0534/2501/2925/products/warm-dusk-beige-cotton-flannel-shorts-short-shorts-198205_160x.jpg?v=1626083754,//cdn.shopify.com/s/files/1/0534/2501/2925/products/warm-dusk-beige-cotton-flannel-shorts-short-shorts-293835_160x.jpg?v=1626083754,//cdn.shopify.com/s/files/1/0534/2501/2925/products/warm-dusk-beige-cotton-flannel-shorts-short-shorts-925155_160x.jpg?v=1626083754,//cdn.shopify.com/s/files/1/0534/2501/2925/products/warm-dusk-beige-cotton-flannel-shorts-short-shorts-145757_160x.jpg?v=1626083754,//cdn.shopify.com/s/files/1/0534/2501/2925/products/warm-dusk-beige-cotton-flannel-shorts-short-shorts-113220_160x.jpg?v=1626083754","₹3,390","Primary Fabric: 100% Cotton Flannel,Pattern: Solid,Color: Dusk Beige,Button Type: Coconut,Style: Short,Length: Mid-Thigh Length,High Rise waist,Banded waist,This garment has Inseam Pocket,Number of Pockets: 2,Garment Transparency: Opaque,Slim Fit,Exposed Zip at Front",0.00,Warm Dusk Beige Cotton Flannel Shorts
,"Available for Waist 19"" - 63"" | Petite - Tall,Nothing's better than a pair of breezy Bermuda shorts on a hot sunny day. These loose-fit cotton shorts are a perfect blend of comfort and utility. The fully elasticated waist ensures a snug fit, while the inseam pockets are large enough to keep all your stuff. Take a break and lounge in these shorts styles with a white camisole and slide sandals.,Our artisans craft each piece, exclusively for you. Being handcrafted, every garment is unique.,Disclaimer: All products shown in this picture, apart from these Shorts, are purely for Styling and Photography purposes. These will not be included in your order.,We have an array of size and style options in shorts. We offer tall women's shorts and women's petite shorts. Scroll through our range of best plus size shorts.,SKU: WSRT26,---------------------------,TIE DYE,Tie Dye is a resist process of dyeing that involves folding, twisting, pleating, or crumpling the fabric and then binding it, by hand. This helps to cover the parts to be left uncolored. Next, the fabric is dyed, leaving beautiful prints. The ancient 'Bandhani,' or Indian Tie Dye technique began around 5000 years ago in Rajasthan and Gujarat.,Read more about Hand Tie Dye,Handmade - With Love, For You, By Us.","//cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-tie-dye-bermuda-shorts-bermuda-shorts-467772_160x.jpg?v=1625990180,//cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-tie-dye-bermuda-shorts-bermuda-shorts-662673_160x.jpg?v=1625990180,//cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-tie-dye-bermuda-shorts-bermuda-shorts-491595_160x.jpg?v=1625990180,//cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-tie-dye-bermuda-shorts-bermuda-shorts-871514_160x.jpg?v=1625990180,//cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-tie-dye-bermuda-shorts-bermuda-shorts-446455_160x.jpg?v=1625990180,//cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-tie-dye-bermuda-shorts-bermuda-shorts-906073_160x.jpg?v=1625990180,//cdn.shopify.com/s/files/1/0534/2501/2925/products/mint-green-tie-dye-bermuda-shorts-bermuda-shorts-950368_160x.jpg?v=1625990180","₹2,970","Craft: Tie Dye,Primary Fabric: 100% Cotton - Hand Tie Dyed in Sanganer (Rajasthan),This is a lined garment,Pattern: Solid, Stripes,Color: Mint Green,Button Type: Shell,Style: Bermuda,Length: Above-The-Knee,Mid Rise waist,Full Elasticated Waist,This garment has Inseam Pocket,Number of Pockets: 2,Garment Transparency: Opaque,Loose Fit,Drawstring at waist",5.00,Mint Green Tie and Dye Bermuda Shorts
